Host;IPs;Grupos
BR006298N7004CAX;10.213.248.3;Migrados
BR006298N7005CAX;10.213.248.4;Migrados
BR006298S3560CAX1;10.213.247.151;Migrados
BR006298S4900MCAX1;10.213.248.23;Migrados
BR006298S4900MCAX2;10.213.248.24;Migrados
BR006298S6513CAX4;10.213.248.42;Migrados
BR006298S6513CAX5;10.213.248.43;Migrados
BR006298S6513CAX6_LINHA;10.213.248.44;Migrados
BR006298S6513CAX16;10.213.248.41;Migrados
BR006298SA001CAX;10.213.248.19;Migrados
BR006298SA002CAX;10.213.248.20;Migrados
BR006298SH001CAX;10.213.146.61;Migrados
BR006298SH002CAX;10.213.146.62;Migrados
BR006298SWCAXGER007;10.213.248.61;Migrados
BR006298SWCAXHB04;167.13.22.9;MigradosNok
BR006298SWVOIPCAX;172.22.152.4;MigradosNok
BR006298SWVOIPCAX2;172.22.152.6;MigradosNok
BRC4024C8C;10.209.99.171;MigradosNok
BRC4024C8D;10.209.99.117;MigradosNok
BRC4024C8E;10.209.100.208;MigradosNok
BRC4024C8F;10.209.99.191;MigradosNok
BRC4034CXS;10.208.46.80;MigradosNok
BRC4104JE7;10.208.47.74;MigradosNok
BRC4124K9V;10.194.81.222;MigradosNok
BRC4124K9W;10.194.81.199;MigradosNok
BRC4124K9X;10.194.80.114;MigradosNok
BRC8359ZG;10.211.12.74;MigradosNok
BRC42552DR;10.194.81.95;MigradosNok
BRC42552DS;10.194.81.72;MigradosNok
BRC42552DT;10.194.82.91;MigradosNok
BRC42552DV;10.194.82.69;MigradosNok
BRC42552PL;10.194.83.115;MigradosNok
BRC42552PM;10.194.95.152;MigradosNok
BRC42552PN;10.194.83.114;MigradosNok
BRC50966FT;10.194.87.16;MigradosNok
BRC54875R1;10.209.106.188;MigradosNok
BRC54875R2;10.209.109.1;MigradosNok
BRC54976D3;10.194.92.150;MigradosNok
BRC54976D4;10.194.92.173;MigradosNok
BRC54976D5;10.194.90.46;MigradosNok
BRC54976D6;10.209.109.24;MigradosNok
BRC54976D7;10.194.93.140;MigradosNok
BRC54976DA;10.194.90.107;MigradosNok
BRC55278F8;10.194.90.244;MigradosNok
BRC60178TT;10.209.98.32;MigradosNok
BRC64085EB;10.211.2.130;MigradosNok
BRC64085EC;10.211.2.129;MigradosNok
BRC424520X;10.194.86.101;MigradosNok
BRC424520Y;10.194.82.128;MigradosNok
BRC548775R2;10.209.109.19;MigradosNok
BRC4024520Y;10.194.82.110;MigradosNok
BRL904016T;10.211.10.56;MigradosNok
BRL904016V;10.211.10.92;MigradosNok
BRL904016W;10.211.10.143;MigradosNok
BRL9040118;10.211.15.37;MigradosNok
CASAS_BAHIA_NT - BKP_B - LUMEN - CHAVE -124474;10.194.19.223;CARTOES - OPERADORAS
CASAS_BAHIA_NT - PRINCIPAL_B - PMSYS - CHAVE -124473;10.194.19.156;CARTOES - OPERADORAS
CASAS_BAHIA_TRANSACIONAL - BKP_B - OI - CHAVE -124471;10.194.19.81;CARTOES - OPERADORAS
CASAS_BAHIA_TRANSACIONAL - PRINCIPAL_B - PMSYS - CHAVE -124472;10.194.19.30;CARTOES - OPERADORAS
CAT6K5-NAL-01;10.195.80.111;Router e 6500
CAY-DC-CO-SW-01A;10.231.195.9;UNIDADE INTERNACIONAL
CAY-DC-CO-SW-01B;10.231.195.10;UNIDADE INTERNACIONAL
CAY-DC-SW-01A;10.231.194.14;UNIDADE INTERNACIONAL
CAY-DC-SW-01B;10.231.194.15;UNIDADE INTERNACIONAL
CeC_NT - BKP - OI - CHAVE - 124414;10.194.19.225;CARTOES - OPERADORAS
CeC_NT - PRINCIPAL - PRIMESYS - CHAVE -  124413;10.194.19.158;CARTOES - OPERADORAS
CENTRAL DE VENDAS - NT - BKP_B - PMSYS - CHAVE -121958;10.194.19.199;CARTOES - OPERADORAS
CENTRAL DE VENDAS - NT - PRINCIPAL_B - VIVO - CHAVE - 122017;10.194.19.136;CARTOES - OPERADORAS
CKP4400-LDR-A;10.231.205.6;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CKP4400-LDR-B;10.231.205.7;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CLUSTER_FI;10.196.134.17;MigradosNok
CMA_1_PRM;10.208.240.32;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CMA_1_SEC;10.208.240.34;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CMA_2_PRM;10.208.240.35;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CMA_2_SEC;10.208.240.36;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CN-PD-SR-1AB;10.227.212.11;Migrados
CSM--GERENCIADOR;10.222.25.12;ASA/FIREWALL, BackBone
CT-BK-LB-1A;10.236.204.3;BackBone, CITRIX
CT-BK-LB-1B;10.236.204.4;BackBone, CITRIX
CT-BK-SR-1A;10.199.82.22;Router e 6500
CT-BK-SR-1B;10.199.82.23;Router e 6500
CT-BK-SR-2A;10.211.9.241;Migrados
CT-BK-SW-4A;10.197.144.100;Migrados
CT-BK-SW-4B;10.197.144.101;Migrados
CT-BK-SW-5A;10.197.144.110;Migrados
CT-BK-SW-5B;10.197.144.150;Migrados
CT-BK-SW-6A;10.197.144.118;Migrados
CT-BK-SW-6B;10.197.144.119;Migrados
CT-BK-SW-7A;10.197.144.123;Migrados
CT-BK-SW-7B;10.197.144.124;Migrados
CT-BK-SW-8A;10.211.9.213;Migrados
CT-BK-SW-8B;10.211.9.214;Migrados
CT-BK-SW-9AB;10.211.11.168;Migrados
CT-BK-SW-10AB;10.211.11.169;Migrados
CT-BK-SW-11AB;10.211.11.170;Migrados
CT-BK-SW-12AB;10.236.200.233;Migrados
CT-BK-SW-13AB;10.236.200.236;Migrados
CT-BK-SW-14A;10.236.200.62;Migrados
CT-BK-SW-14Bs;10.236.200.63;Migrados
CT-BK-SW-15A;10.236.203.65;MigradosNok
CT-BK-SW-15B;10.236.203.66;MigradosNok
CT-BK-SW-16A;10.236.204.204;Migrados
CT-BK-SW-16A_DELETAR;;troca
CT-BK-SW-16B;10.236.204.205;MigradosNok
CT-BK-SW-17A;10.236.205.8;Migrados
CT-BK-SW-17B;10.236.205.9;Migrados
CT-BK-SWB-7A;10.197.144.80;Migrados
CT-BK-SWB-8A;10.197.144.98;Migrados
CT-BK-SWB-9A;10.197.144.107;MigradosNok
CT-BK-SWB-12A;10.197.144.112;Migrados
CT-BK-SWB-4011A;10.197.144.51;Migrados
CT-BK-SWB-4013A;10.197.144.42;MigradosNok
CT-BK-SWB-4025A;10.197.144.69;Migrados
CT-BK-SWB-4029B;10.197.144.94;MigradosNok
CT-BK-SWB-4030A;10.197.144.86;Migrados
CT-BK-SWB-5003;10.197.144.58;Migrados
CT-BK-SWB-5004A;10.197.144.59;MigradosNok
CT-BK-SWB-5005;10.197.144.60;MigradosNok
CT-BK-SWB-6011A;10.211.3.55;MigradosNok
CT-BK-SWB-6012A;10.211.3.76;Migrados
CT-BP-BK-SWB-1C;10.197.144.52;MigradosNok
CT-BP-BK-SWB-2A;10.197.144.93;MigradosNok
CT-BP-BK-SWB-3A;10.197.144.111;MigradosNok
CT-BP-CE-FW-1A_pri_stby;10.199.36.30;ASA/FIREWALL
CT-BP-CE-FW-1A_sec_act;10.199.36.29;ASA/FIREWALL
CT-BP-CE-SW-1A;10.197.170.1;MigradosNok
CT-BP-CE-SW-1B;10.197.170.2;MigradosNok
CT-BP-DC-SW-1A;10.197.170.17;MigradosNok
CT-BP-DC-SW-1B;10.197.170.18;MigradosNok
CT-BP-DC-SW-2A;10.197.170.19;MigradosNok
CT-BP-DC-SW-3A;10.211.3.222;Migrados
CT-BP-DC-SW-3B;10.211.3.223;Migrados
CT-BP-DC-SWB-4A;10.236.207.12;Migrados
CT-BP-DC-SWB-4B;10.236.207.13;Migrados
CT-BP-DC-SWB-5A;10.238.48.62;Migrados
CT-BP-DC-SWB-5B;10.238.48.63;Migrados
CT-BP-NOCSOC-SWB-2A;10.197.148.37;MigradosNok
CT-BP-NOCSOC-SWB-3A;10.197.148.124;MigradosNok
CT-CP-SW-1A;10.195.255.30;Migrados
CT-DC-LB-70A;10.211.11.6;BackBone, F5 BIG-IP
CT-DC-LB-70B;10.211.11.7;BackBone, F5 BIG-IP
CT-DC-SWB-3006A;10.236.203.60;Migrados
CT-DC-SWB-3006B;10.236.203.61;Migrados
CT-DC-SWB-3007A;10.236.204.131;Migrados
CT-DC-SWB-3007B;10.236.204.132;Migrados
CT-DC-SWB-3008A;10.236.204.152;Migrados
CT-DC-SWB-3008B;10.236.204.153;Migrados
CT-DC-SWB-3009A;10.236.204.173;Migrados
CT-DC-SWB-3009B;10.236.204.174;Migrados
CT-DC-SWB-4011A;10.196.198.102;Migrados
CT-DC-SWB-4025A;10.196.198.121;Migrados
CT-DC-SWB-4029B;10.196.198.126;MigradosNok
CT-DC-SWB-4030A;10.196.198.45;Migrados
CT-DC-SWB-4034A;10.236.201.36;Migrados
CT-DC-SWB-4034B;10.236.201.37;MigradosNok
CT-DC-SWB-4035A;10.236.201.60;Migrados
CT-DC-SWB-4035B;10.236.201.61;Migrados
CT-DC-SWB-4036A;10.236.204.194;Migrados
CT-DC-SWB-4036B;10.236.204.195;Migrados
CT-DC-SWB-5003;10.199.13.90;Migrados
CT-DC-SWB-5004;10.199.13.91;MigradosNok
CT-DC-SWB-5005;10.199.13.92;MigradosNok
CT-DC-SWB-6011A;10.211.3.53;Migrados
CT-DC-SWB-6012A;10.211.3.74;Migrados
CT-DC-SWB-7001A;10.211.12.146;Migrados
CT-DC-SWB-7001B;10.211.12.147;Migrados
CT-EE-FW-1A;10.228.0.10;ASA/FIREWALL
CT-EE-FW-1B;10.236.203.59;ASA/FIREWALL
CT-EE-RTE-1B;10.199.82.29;Migrados
CT-EE-SRI-1A;10.197.60.161;Migrados
CT-EE-SRI-1B;10.197.60.160;Migrados
CT-EF-FW-01-A;10.197.60.178;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CT-EF-FW-01-B;10.197.60.179;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
CT-EF-SR-01-A;10.197.60.176;Migrados
CT-EF-SR-01-B;10.197.60.177;Migrados
CT-EF-SW-01-A;10.197.60.99;MigradosNok
CT-EF-SW-01-B;10.197.60.100;MigradosNok
CT-NOCSOC-LB-1A;10.211.9.247;F5 BIG-IP, NOCSOC_BACKBONE
CT-NOCSOC-LB-1B;10.211.9.248;F5 BIG-IP, NOCSOC_BACKBONE
CT-NOCSOC-LB-3A;10.222.94.77;F5 BIG-IP, NOCSOC_BACKBONE
CT-NOCSOC-LB-3B;10.222.94.78;F5 BIG-IP, NOCSOC_BACKBONE
CT-NOCSOC-SR-1A;10.199.82.191;NOCSOC_BACKBONE
CT-NOCSOC-SR-1B;10.199.82.192;NOCSOC_BACKBONE
CT-NOCSOC-SW-2B;10.197.148.32;SWITCH\CISCO
CT-NOCSOC-SW-3B;10.197.148.89;SWITCH\CISCO
CT-NOCSOC-SW-4B;10.197.148.102;SWITCH\CISCO
CT-NOCSOC-SW-5A;10.197.148.33;SWITCH\CISCO
CT-NOCSOC-SW-6A;10.197.148.36;SWITCH\CISCO
CT-NOCSOC-SW-8A;10.197.148.74;SWITCH\CISCO
CT-NOCSOC-SW-9A;10.197.148.75;SWITCH\CISCO
CT-NOCSOC-SW-10A;10.197.148.83;SWITCH\CISCO
CT-NOCSOC-SW-11A;10.197.148.101;SWITCH\CISCO
CT-NOCSOC-SW-13A;10.197.148.51;SWITCH\CISCO
CT-NOCSOC-SW-14A;10.197.148.135;SWITCH\CISCO
CT-NOCSOC-SW-14B;10.197.148.136;SWITCH\CISCO
CT-NOCSOC-SW-16A;10.197.148.137;NOCSOC_BACKBONE
CT-NOCSOC-SW-16B;10.197.148.138;NOCSOC_BACKBONE
CT-NOCSOC-SW-17AB;10.197.148.139;SWITCH\CISCO
CT-NOCSOC-SW-18A;10.197.148.140;SWITCH\CISCO
CT-NOCSOC-SW-18B;10.197.148.141;SWITCH\CISCO
CT-NOCSOC-SW-20A;10.211.9.215;NOCSOC_BACKBONE
CT-NOCSOC-SW-20B;10.211.9.216;NOCSOC_BACKBONE
CT-NOCSOC-SW-21A;10.197.148.146;SWITCH\HUAWEI
CT-NOCSOC-SW-21B;10.211.15.197;SWITCH\HUAWEI
CT-NOCSOC-SW-22A;10.236.200.229;SWITCH\CISCO
CT-NOCSOC-SW-22B;10.236.200.230;SWITCH\CISCO
CT-NOCSOC-SW-23AB;10.236.200.240;NOCSOC_BACKBONE
CT-NOCSOC-SW-24A;10.236.204.70;SWITCH\HUAWEI
CT-NOCSOC-SW-26A;10.236.205.6;NOCSOC_BACKBONE
CT-NOCSOC-SW-26B;10.236.205.7;NOCSOC_BACKBONE
CT-NOCSOC-SW-27A;10.236.206.120;NOCSOC_BACKBONE
CT-NOCSOC-SW-27B;10.236.206.121;NOCSOC_BACKBONE
CT-NOCSOC-SW-28A;10.236.207.105;SWITCH\CISCO
CT-NOCSOC-SW-ECM;10.197.148.88;SWITCH\CISCO
CT-NOCSOC-SW-VB1A;10.196.134.2;SWITCH\CISCO
CT-NOCSOC-SW-VB1B;10.196.134.3;SWITCH\CISCO
CT-NOCSOC-SWB-7A;10.197.148.28;SWITCH\CISCO
CT-NOCSOC-SWB-8A;10.197.148.112;SWITCH\CISCO
CT-NOCSOC-SWB-9A;10.197.148.107;SWITCH\CISCO
CT-NOCSOC-SWB-12A;10.197.148.125;SWITCH\CISCO
CT-NOCSOC-SWB-1011A;10.197.148.96;SWITCH\CISCO
CT-NOCSOC-SWB-4011A;10.197.148.35;SWITCH\CISCO
CT-NOCSOC-SWB-4025A;10.197.148.103;SWITCH\CISCO
CT-NOCSOC-SWB-4029B;10.197.148.104;SWITCH\CISCO
CT-NOCSOC-SWB-4030A;10.197.148.38;SWITCH\CISCO
CT-NOCSOC-SWB-5003;10.197.148.79;SWITCH\CISCO
CT-NOCSOC-SWB-5004;10.197.148.80;SWITCH\CISCO
CT-NOCSOC-SWB-5005;10.197.148.81;SWITCH\CISCO
CT-NOCSOC-SWB-6011A;10.211.3.54;BLADE_DELL
CT-NOCSOC-SWB-6012A;10.211.3.75;BLADE_DELL
CT-NOCSOCMF-SW-19A;10.197.148.142;Migrados
CT-NOCSOCMF-SW-19B;10.197.148.143;Migrados
CT-NOCSOCMF-SW-20A;10.197.148.144;Migrados
CT-NOCSOCMF-SW-20B;10.197.148.145;Migrados
CTA-BE-SWE-01;10.197.60.19;Migrados
CTA_EE_SRE_01;10.197.60.39;Migrados
CTB-BE-SWE-01;10.197.60.20;Migrados
CTB-BE-SWI-01;10.197.60.147;Migrados
CTB_EE_SRE_01;10.197.60.40;Migrados
CTB_EE_SRE_03;10.197.60.35;Migrados
CTB_EE_SRE_04;10.197.60.36;Migrados
CTB_SWIFT_RTE_A;10.199.80.89;MigradosNok
CTI-BT-SR-1A;10.199.84.149;Migrados
CTI-BT-SR-1B;10.199.84.151;Migrados
CTI-NOCSOC-SW-1A1;10.199.82.49;Migrados
CTI-NOCSOC-SW-1A2;10.197.148.153;Migrados
CTI-NOCSOC-SW-2A1;10.197.148.151;Migrados
CTI-NOCSOC-SW-3A;10.221.168.35;MigradosNok
CTI-NOCSOC-SW-4A;10.197.148.152;Migrados
CTI-NOCSOCMF-SW-1B;10.197.148.130;Migrados
CTI-NOCSOCMF-SW-2B;10.197.148.131;Migrados
CTIBRABKPLF01;10.199.97.192;SWITCH, SWITCH\CISCO
CTIBRABKPLF02;10.199.97.193;SWITCH, SWITCH\CISCO
CTIBRACLDBL01;10.199.97.13;NSX_HIBRIDA, SWITCH\CISCO
CTIBRACLDBL02;10.199.97.14;NSX_HIBRIDA, SWITCH\CISCO
CTIBRACLDLB01;10.199.97.120;CITRIX, NSX_HIBRIDA
CTIBRACLDLB02;10.199.97.121;CITRIX, NSX_HIBRIDA
CTIBRACLDLB03;10.222.94.200;F5 BIG-IP, NSX_HIBRIDA
CTIBRACLDLB04;10.222.94.201;F5 BIG-IP, NSX_HIBRIDA
CTIBRACLDLF01;10.199.97.15;SWITCH, SWITCH\CISCO
CTIBRACLDLF02;10.199.97.16;SWITCH, SWITCH\CISCO
CTIBRACLDLF03;10.199.97.17;SWITCH, SWITCH\CISCO
CTIBRACLDLF04;10.199.97.18;SWITCH, SWITCH\CISCO
CTIBRACLDLF05;10.199.97.106;SWITCH, SWITCH\CISCO
CTIBRACLDLF06;10.199.97.107;SWITCH, SWITCH\CISCO
CTIBRACLDLF07;10.199.97.182;SWITCH, SWITCH\CISCO
CTIBRACLDLF08;10.199.97.183;SWITCH, SWITCH\CISCO
CTIBRACLDSP01;10.199.97.11;SWITCH, SWITCH\CISCO
CTIBRACLDSP02;10.199.97.12;SWITCH, SWITCH\CISCO
CTIBRAGERLF01;10.199.97.196;Migrados
CTIBRAGERLF02;10.199.97.197;Migrados
CTIDELLPR10A;10.199.97.150;BLADE_DELL, NSX_HIBRIDA
CTIDELLPR10B;10.199.97.152;BLADE_DELL, NSX_HIBRIDA
CTIDELLPR11A;10.199.97.250;BLADE_DELL, NSX_HIBRIDA
CTIDELLPR11B;10.199.97.251;BLADE_DELL, NSX_HIBRIDA
CTIDELLPR12A;10.199.97.180;BLADE_DELL, NSX_HIBRIDA
CTIDELLPR12B;10.199.97.181;BLADE_DELL, NSX_HIBRIDA
CTIGERCLDFW01;10.197.155.151;ASA/FIREWALL, NSX_HIBRIDA
CTIGERCLDFW02;10.197.158.162;ASA/FIREWALL, NSX_HIBRIDA
CTIGERCLDSB01;10.199.97.25;SWITCH, SWITCH\CISCO
CTIGERCLDSB02;10.199.97.100;SWITCH, SWITCH\CISCO
CTIGERCLDSW01;10.199.97.26;SWITCH, SWITCH\CISCO
CTIGERCLDSW02;10.199.97.194;SWITCH, SWITCH\CISCO
CTIGERCLDSW03;10.199.97.195;SWITCH, SWITCH\CISCO
CTIUCSPRFI01A;10.199.97.22;NSX_HIBRIDA, UCS
CTIUCSPRFI01B;10.199.97.23;NSX_HIBRIDA, UCS
CTIUCSPRFI02A;10.199.97.122;NSX_HIBRIDA, UCS
CTIUCSPRFI02B;10.199.97.123;NSX_HIBRIDA, UCS
CTI_BCARD_SW_11;10.209.16.122;CARTOES
CTI_BCARD_SW_12;10.209.16.123;CARTOES
CTI_BCARD_SW_13;10.209.16.75;CARTOES
CTI_BCARD_SW_14;10.209.16.76;CARTOES
CTI_BCARD_SW_15;10.209.16.118;CARTOES
CTI_BCARD_SW_16;10.209.16.117;CARTOES
CT_CEL604B;10.197.148.87;Migrados
dft08-pod01-sao01;10.195.83.34;FORTINET\FIREWALL, IBM
dft10-pod01-sao01;10.195.83.33;FORTINET\FIREWALL, IBM
dft13-pod01-sao01;10.195.83.32;FORTINET\FIREWALL, IBM
ELO_RJ_TRANSACIONAL - BKP _B- VIVO - CHAVE - 115894;10.194.19.29;CARTOES - OPERADORAS
ELO_RJ_TRANSACIONAL - PRINCIPAL _B- OI - CHAVE - 123796;10.194.19.74;CARTOES - OPERADORAS
ELO_SP_TRANSACIONAL - BKP_B - OI -  CHAVE - 123794;10.194.19.73;CARTOES - OPERADORAS
ELO_SP_TRANSACIONAL - PRINCIPAL_B - PRIMESYS - CHAVE -  80177;10.194.19.28;CARTOES - OPERADORAS
FAZ-VM-03;10.208.224.153;MigradosNok
FAZ-VM-04;10.208.224.154;MigradosNok
ffwdrhevdmz001;172.29.51.68;Azure, FORTINET\FIREWALL
Firewall Azure Interno NPRD;10.233.192.150;Azure, FORTINET\FIREWALL
Firewall Azure NPRD Interno;10.233.192.148;Azure, FORTINET\FIREWALL
FIREWALLMDS;10.237.0.220;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
FMG-VM64;10.208.224.149;MigradosNok
fwdrhev001;172.29.54.68;Azure, FORTINET\FIREWALL
gcpfwcorpnprd-ha-member-a;172.20.0.35;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
gcpfwcorpnprd-ha-member-b;172.20.0.36;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
gcpfwcorpprd-ha-member-a;172.20.0.42;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
gcpfwcorpprd-ha-member-b;172.20.0.41;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
GD-BURTI - NT - BKP_B - PMSYS - CHAVE - 121968;10.194.19.200;CARTOES - OPERADORAS
GD-BURTI - NT - PRINCIPAL_B - VIVO - CHAVE - 122021;10.194.19.137;CARTOES - OPERADORAS
GEMALTO - NT - BKP_B - PMSYS - CHAVE - 121975;10.194.19.218;CARTOES - OPERADORAS
GEMALTO - NT - PRINCIPAL_B - VIVO - CHAVE - 122023;10.194.19.138;CARTOES - OPERADORAS
GO-PD-SR-1A;10.213.248.90;Migrados
GO-PD-SR-1B;10.213.248.91;Migrados
GTM-DEV-CAK1;167.1.10.147;F5 BIG-IP, Losango
GTM-DEV-CAX1;167.1.20.147;F5 BIG-IP, Losango
GTM-PROD-CAK1;10.209.96.43;F5 BIG-IP, Losango
GTM-PROD-CAK2;10.209.103.121;F5 BIG-IP, Losango
GTM-PROD-CAX1;167.1.20.139;F5 BIG-IP, Losango
GTM-PROD-CAX2;167.1.20.141;F5 BIG-IP, Losango
GXS - NT - BKP_B - PMSYS - CHAVE -121969;10.194.19.204;CARTOES - OPERADORAS
GXS - NT - PRINCIPAL_B - VIVO - CHAVE - 122029;10.194.19.140;CARTOES - OPERADORAS
HPEV-CE-FW-2A;10.201.0.15;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
HPEV-CE-FW-2B;10.201.0.16;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
HPEV-CE-FW-3A;10.201.0.18;BackBone, FORTINET\FIREWALL
HPEV-CE-FW-3B;10.201.0.18;BackBone, FORTINET\FIREWALL
HPEV-DS-RT-1A;10.201.254.0;MigradosNok
HPEV-DS-RT-1B;10.201.254.1;MigradosNok
HPEV-PD-SR-1A;10.201.0.12;MigradosNok
HPEV-PD-SR-1B;10.201.0.13;MigradosNok
HPEV-PD-SW-1A;10.201.0.9;MigradosNok
HPEV-PD-SW-1B;10.201.0.10;MigradosNok
IA-CL-DN-014;10.234.189.88;LINUX\DNS
IA-CL-DN-017;10.234.189.62;LINUX\DNS
IA-CL-DN-019;10.234.189.80;LINUX\DNS
IA-CL-DN-026;10.234.189.81;LINUX\DNS
IA-CL-DN-032;10.234.189.86;LINUX\DNS
IA-CL-DN-033;10.234.189.87;LINUX\DNS
IA-IT-PF-CM-SFI-206-A;10.214.117.106;Migrados
IA-IT-PF-CM-SFI-206-B;10.214.117.107;Migrados
IA-IT-PF-CM-SFI-207-A;10.214.117.109;Migrados
IA-IT-PF-CM-SFI-207-B;10.214.117.110;Migrados
IA-IT-PF-CM-SWB-208A;10.214.117.202;Migrados
IA-IT-PF-CM-SWB-208B;10.214.117.203;Migrados
IA-VG-MN-001;10.214.126.110;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
ibcvspvc01-nsxt-ctrlmgr0;10.236.27.22;NSX_HIBRIDA, NSX_VM
ibcvspvc01-nsxt-ctrlmgr1;10.236.27.23;NSX_HIBRIDA, NSX_VM
ibcvspvc01-nsxt-ctrlmgr2;10.236.27.34;NSX_HIBRIDA, NSX_VM
IBM-BS-HIB-NSX-EDGE-1A;10.151.248.121;NSX_VM
IBM-BS-HIB-NSX-EDGE-1B;10.151.248.120;NSX_VM
IBM-DC-HIB-NSX-EDGE-1A;10.151.248.123;NSX_VM
IBM-DC-HIB-NSX-EDGE-1B;10.151.248.122;NSX_VM
IBM-IT-HIB-NSX-EDGE-1A;10.151.248.124;NSX_VM
IBM-IT-HIB-NSX-EDGE-1B;10.151.248.125;NSX_VM
IBMUCSPRALFI01-A;10.191.193.19;NSX_HIBRIDA, UCS
IBMUCSPRALFI01B;10.191.193.20;NSX_HIBRIDA, UCS
IBMUCSPRCTFI01A;10.199.97.19;NSX_HIBRIDA, UCS
IBMUCSPRCTFI01B;10.199.97.20;NSX_HIBRIDA, UCS
IDEMIA_SAGEM ORGA - NT - BKP_B - PMSYS - CHAVE - 121983;10.194.19.215;CARTOES - OPERADORAS
IDEMIA_SAGEM ORGA -  NT - PRINCIPAL_B - VIVO - CHAVE - 122027;10.194.19.150;CARTOES - OPERADORAS
IH-VV-GR-001;10.193.164.28;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
IM-CW-AP-061A;10.215.171.98;WINDOWS
IM-CW-AP-061C;10.215.171.109;WINDOWS
IM-CW-AP-061D;10.215.171.110;WINDOWS
IM-VV-GR-007;10.215.127.152;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
INTELCAV - NT - BKP_B - PMSYS - CHAVE - 121976;10.194.19.207;CARTOES - OPERADORAS
INTELCAV - NT - PRINCIPAL_B - VIVO - CHAVE - 122022;10.194.19.141;CARTOES - OPERADORAS
IP380-COR-BAN-NS;10.199.3.102;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
IP380-COR-BAN-NV;10.199.3.101;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
IP380-PRE-SWIFT-AL;10.195.0.1;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
IP380_EMP_EXT;10.195.80.64;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
IP390_LUX_A;10.231.193.100;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
IP390_LUX_A_SEC;10.231.193.101;CHECKPOINT/FIREWALL, UNIDADE INTERNACIONAL
IT-XA-EDGE-1A;10.201.159.6;NSX_VM
IT-XA-EDGE-1B;10.201.159.7;NSX_VM
IT-XA-FW-CC-002A-A;10.213.247.177;ASA/FIREWALL, BackBone
IT-XA-FW-CC-002B;10.213.247.178;ASA/FIREWALL, BackBone
IT-XA-SW-CC-001A;10.213.247.188;Migrados
IT-XA-SW-CC-001B;10.213.247.189;MigradosNok
IT-XA-SW-CC-002A;10.213.247.175;Migrados
IT-XA-SW-CC-002B;10.213.247.176;Migrados
JK-BT-SR-1A;10.233.127.36;Migrados
JK-PD-SR-2AB;10.233.72.11;Migrados
LB-Agora-edge01;10.151.83.195;NSX_VM
LB-Agora-edge02;10.151.83.194;NSX_VM
LB-BSEG-edge01;10.151.83.197;NSX_VM
LB-BSEG-edge03;10.151.83.204;NSX_VM
LB-BSEGDMZ-edge01;10.151.83.202;NSX_VM
LB-CORP-edge01;10.151.83.198;NSX_VM
LB-CORP-edge02;10.151.83.199;NSX_VM
LB-DMZ-edge01;10.151.83.200;NSX_VM
LB-DMZ-edge02;10.151.83.201;NSX_VM
LBBCOAT03CP;10.215.238.204;BlueCoat, CARTOES
LBBCOAT04CP;10.215.238.205;BlueCoat, CARTOES
LIVELO - NT - BKP_B - PMSYS - CHAVE - 121980;10.194.19.208;CARTOES - OPERADORAS
LIVELO - NT - PRINCIPAL_B - OI - CHAVE - 122024;10.194.19.143;CARTOES - OPERADORAS
LTM-DEV-CAK1;167.1.10.149;F5 BIG-IP, Losango
LTM-DEV-CAX1;167.1.20.149;F5 BIG-IP, Losango
LTM-PROD-CAK1;167.1.10.143;F5 BIG-IP, Losango
LTM-PROD-CAK2;167.1.10.145;F5 BIG-IP, Losango
LTM-PROD-CAX1;167.1.20.143;F5 BIG-IP, Losango
LTM-PROD-CAX2;167.1.20.145;F5 BIG-IP, Losango
LUX-DC-C0-SW-01A;10.231.193.1;UNIDADE INTERNACIONAL
LUX-DC-C0-SW-01B;10.231.193.2;UNIDADE INTERNACIONAL
LUX-DC-CM-SW-01A;10.231.192.16;UNIDADE INTERNACIONAL
